"idx","sidoNm","name","naverUrl","address","beerType","desc","homepage","x","y"
1,서울,Goose Island Brewhouse Seoul,https://map.naver.com/v5/entry/place/505375149,서울 강남구 역삼로 118,브루펍,,https://gooseisland.kr,"127.03218003162604","37.49343153399763"
2,서울,가로수 브루잉 컴퍼니,https://map.naver.com/v5/entry/place/35279415,서울 강남구 도산대로11길 31-4,탭룸,,https://www.instagram.com/garosubrewingcompany/,"127.02197532654006","37.519528894338976"
3,서울,미켈러바코리아,https://map.naver.com/v5/entry/place/36877874,서울 강남구 신사동 544-22,탭룸,,https://mikkeller.com/locations/mikkeller-bar-seoul,"127.02394480222783","37.52083433304024"
4,서울,비어플라주,https://map.naver.com/v5/entry/place/38653756,서울 강남구 봉은사로 447 아르헤 타워,탭룸,"강아지 두마리와, 분위기 좋은 맥주집",http://www.instagram.com/beerflage/,"127.0486118516733","37.5119335642329"
5,서울,휘스펍,https://map.naver.com/v5/entry/place/36262729,서울 강동구 풍성로58길 12,탭룸,,https://www.instagram.com/hweespub/,"127.13549736625406","37.52839662121259"
6,서울,화수브루어리 서울강북점,https://map.naver.com/v5/entry/place/1748309953,서울 강북구 인수봉로 238,탭룸,,https://www.instagram.com/whasoobrewery_seoul,"127.0119708893687","37.64028148009374"
7,서울,당근슈퍼,https://map.naver.com/v5/entry/place/1061829309,서울 강서구 화곡로 176-22 NS파크APT,바틀샵,,https://www.instagram.com/carrot__mart,"126.84171480713115","37.54087799322936"
8,서울,바틀리스트,https://map.naver.com/v5/entry/place/1898657472,서울 강서구 강서로 433 116호,바틀샵,"와인과, 맥주를 판매하는 맥주",https://www.instagram.com/bottlelist_/,"126.83965759928583","37.56439848633173"
9,서울,비어업,https://map.naver.com/v5/entry/place/1205241876,서울 강서구 마곡중앙6로 45,탭룸,,http://instagram.com/beerupbottleshop,"126.83272063555454","37.560631217141506"
10,서울,LINGO,https://map.naver.com/v5/entry/place/36740119,서울 관악구 봉천로 518-4 유호빌딩,탭룸,"샤로수길의 유명한 탭룸, 수제치킨이 정말 맛있고, 매주 금요일 마다 스페셜 게스트라는 맥주가 온탭되는것이 특징",https://www.instagram.com/tap_house_lingo/,"126.95551317514901","37.47952092152897"
11,서울,아쉬트리,https://map.naver.com/v5/entry/place/1083144317,서울 광진구 아차산로49길 22,브루펍,영국식에일을 만드는 브루어,https://www.instagram.com/ashtreebrewery/,"127.08450694882619","37.537903033113714"
12,서울,알고,https://map.naver.com/v5/entry/place/810682299,서울 광진구 광나루로17길 10,탭룸,"소세지를 직접 만드는 탭룸, 맥주와 함께 직접 만든 소세지를 드셔보세요",http://instagram.com/algo_sausage_official,"127.07286418894414","37.54811806088947"
13,서울,브로이하우스바네하임,https://map.naver.com/v5/entry/place/11572023,서울 노원구 공릉로32길 54 고려빌딩,탭룸,,http://vaneheimbeer.com,"127.08207114631794","37.6217094086093"
14,서울,타일러,https://map.naver.com/v5/entry/place/1339857574,서울 동대문구 하정로 46,탭룸,"낮술, 혼술 하기 좋은 곳, 국내 맥주 위주로 준비되어있다.",https://www.instagram.com/tylerseoul/,"127.02689193106055","37.57513881498265"
15,서울,누바,https://map.naver.com/v5/entry/place/21074787,서울 마포구 와우산로29바길 20 ,탭룸,"벨기에 가게를 그대로 가져다 놓은 듯한 분위기, 벨기에식 맥주들 위주로 준비되어있다",http://instagram.com/nuba_seoul,"126.92570813905039","37.55556554136858"
16,서울,미스터리 브루잉,https://map.naver.com/v5/entry/place/1027233132,서울 마포구 독막로 311,브루펍,"공덕의 맥주 양조장, 맛있는 여러 맥주들을 만드는 지역 양조장",http://www.mysterleebrewing.com/,"126.94741363382158","37.54389550133965"
17,서울,브루브루,https://map.naver.com/v5/entry/place/1102410560,서울 마포구 월드컵로3길 50,탭룸,,http://www.instagram.com/brewbrew350,"126.90983878302922","37.55016436996423"
18,서울,브루하임,https://map.naver.com/v5/entry/place/1997046704,서울 마포구 양화로10길 36,탭룸,여행을 떠나는 듯한 가게 분위기가 특징인 맥주가게,http://www.instagram.com/brewheimseoul,"126.9181432404675","37.55033136211887"
19,서울,색다른한잔,https://map.naver.com/v5/entry/place/1949915733,서울 마포구 독막로2길 35 ,탭룸,"새롭게 보는 맥주들을 보게된 맥주집, 중국 맥주나 여러 독특한 맥주들을 볼 수 있고, 비건 지향 맥주집이다.",http://www.instagram.com/saekdareun1,"126.91455350650347","37.54699204842404"
20,서울,서울 브루어리,https://map.naver.com/v5/entry/place/1740988081,서울 마포구 토정로3안길 10,브루펍,"합정의 브루어리, 직접 만든 맥주들을 판매하고있다.",https://www.seoulbrewery.com/home,"126.91464280307937","37.54593595676204"
21,서울,에일크루,https://map.naver.com/v5/entry/place/1080810206,서울 마포구 와우산로37길 7,브루펍,"뉴 잉글랜드 IPA를 잘만드는 브루어리, 음식과 함께 판매하는 곳이라 혼자보단 여럿이서 가기좋",https://www.instagram.com/alecrew_taphouse,"126.93045507868813","37.555894158909744"
22,서울,웨일펍,https://map.naver.com/v5/entry/place/35756687,서울 마포구 독막로 72,탭룸,,http://www.instagram.com/whalepub,"126.9214193535398","37.547618272934024"
23,서울,뉴타운,https://map.naver.com/v5/entry/place/481514820,서울 서대문구 연세로12길 27,탭룸,"신촌의 맥주집, 해외 맥주 위주의 맥주가 많이 있다.",https://www.instagram.com/newtownbehere/,"126.93856136218722","37.559119545505695"
24,서울,브루어리304,https://map.naver.com/v5/entry/place/38328506,서울 서대문구 통일로11길 7,브루펍,,https://www.brewery304.com/,"126.96257122800557","37.56924092469035"
25,서울,세러데이즈,https://map.naver.com/v5/entry/place/1125953324,서울 서초구 방배로28길 29-1,탭룸,,http://instagram.com/saturdays__seoul,"126.99363465642459","37.490781650432204"
26,서울,크래프트브로스 탭하우스 & 바틀샵,https://map.naver.com/v5/entry/place/35044765,서울 서초구 사평대로22길 18,브루펍,"뉴잉글랜드 IPA를 잘만드는 브루어리인 크래프트브로스에서 운영하는 탭룸&바틀샵 혼술하기도 좋고, 다같이 가서 먹기도 좋은 가게다.",http://www.craftbros.co.kr/,"126.9976331846088","37.49879410479221"
27,서울,JAFA Brewery,https://map.naver.com/v5/entry/place/1606478146,서울 성동구 성수이로14길 14,탭룸,,https://www.instagram.com/jafabrewery/,"127.05677782240696","37.54157610114315"
28,서울,스텐서울,https://map.naver.com/v5/entry/place/1518838208,서울 성동구 연무장길 33 1층,탭룸,,https://www.instagram.com/stan.seoul/,"127.05328941423242","37.543170013426725"
29,서울,어메이징브루잉컴퍼니,https://map.naver.com/v5/entry/place/37558917,서울 성동구 성수일로4길 4,브루펍,,http://www.amazingbrewing.co.kr,"127.0495043527525","37.542975178040514"
30,서울,쿨쉽,https://map.naver.com/v5/entry/place/1395455721,서울 성동구 장터길 35-1 2층,탭룸,,https://www.instagram.com/coolship_korea/,"127.01996216226547","37.5484120082907"
31,서울,F64,https://map.naver.com/v5/entry/place/37880044,서울 성북구 성북로 19-1 2층,탭룸,,https://www.instagram.com/tapf64/,"127.00430706100573","37.58976281809411"
32,서울,정릉맥주도가,https://map.naver.com/v5/entry/place/1852391912,서울 성북구 아리랑로19길 46-4,탭룸,,http://www.instagram.com/jeongneungbrewery,"127.01065023926658","37.602709954214305"
33,서울,카브루,https://map.naver.com/v5/entry/place/1182386478,서울 송파구 송파대로 403,브루펍,,http://www.kabrew.co.kr/,"127.1087133740724","37.50300976385354"
34,서울,브루스카,https://map.naver.com/v5/entry/place/1264088331,서울 영등포구 경인로79길 9 ,탭룸,,http://www.instagram.com/brew_sukha,"126.89434627992202","37.51294364652331"
35,서울,비어바나,https://map.naver.com/v5/entry/place/1685025188,서울 영등포구 도림로129길 5-1,브루펍,,https://www.instagram.com/beervana_brewery_seoul/,"126.89532309948483","37.513333793006936"
36,서울,비어포스트 바,https://map.naver.com/v5/entry/place/1284087143,서울 영등포구 도림로131길 15,탭룸,,https://www.instagram.com/beerpostbar/,"126.89416281148365","37.51379113746233"
37,서울,조르바더크래프트,https://map.naver.com/v5/entry/place/1128418151,서울 영등포구 도림로 431,탭룸,,https://www.instagram.com/zorbathecraft/,"126.894957299678","37.51405609472685"
38,서울,남산케미스트리,https://map.naver.com/v5/entry/place/36960152,서울 용산구 회나무로 33,탭룸,,https://www.facebook.com/namsanchemistry,"126.99041839826363","37.53980330820169"
39,서울,달맥슈퍼,https://map.naver.com/v5/entry/place/1216444925,서울 용산구 녹사평대로54길 7,바틀샵,,https://www.instagram.com/dalmac_super/,"126.98770353529899","37.539406233190086"
40,서울,브루어스,https://map.naver.com/v5/entry/place/1605869377,서울 용산구 신흥로20길 39,탭룸,,http://www.instagram.com/brewers_craftbeer,"126.98401231127755","37.54727872372007"
41,서울,소버,https://map.naver.com/v5/entry/place/1843260582,서울 용산구 한강대로 159,탭룸,,http://instagram.com/sober__seoul,"126.97150653243143","37.533327844084674"
42,서울,아톤브루어리,https://map.naver.com/v5/entry/place/1835290710,서울 용산구 장문로 23,브루펍,,http://www.instagram.com/aton_brewery,"126.99310751487344","37.528565543932444"
43,서울,우리슈퍼,https://map.naver.com/v5/entry/place/18727430,서울 용산구 녹사평대로 234 1층 102호,바틀샵,,https://www.instagram.com/woori_super/,"126.98712315544817","37.5385499281381"
44,서울,핸드앤몰트,https://map.naver.com/v5/entry/place/1905880476,서울 용산구 한강대로38가길 19,브루펍,,http://handandmalt.com/,"126.97063221893045","37.529885889311984"
45,서울,서울브루어리 한남,https://map.naver.com/v5/entry/place/1324589783,서울 용산구 한남대로18길 18 2층,브루펍,,https://www.seoulbrewery.com/,"127.00838686627623","37.53434987365831"
46,서울,노비어노라이프,https://map.naver.com/v5/entry/place/1487456732,서울 은평구 진관3로 33 은평뉴타운 꿈에그린 상가동 B02호,탭룸,,https://www.instagram.com/no.beer_no.life_/,"126.92027439457576","37.63985135088308"
47,서울,몰림,https://map.naver.com/v5/entry/place/1061240251,서울 종로구 사직로10길 5,탭룸,,http://www.instagram.com/mollim_gypsybrewery,"126.97048822229902","37.57567036712581"
48,서울,보리마루 탭하우스,https://map.naver.com/v5/entry/place/38667685,서울 종로구 자하문로2길 20 하늘빌딩 2층,탭룸,,http://instagram.com/borimaru_pub,"126.97380366852325","37.576358081136"
49,서울,서울집시,https://map.naver.com/v5/entry/place/1311007811,서울 종로구 서순라길 107,브루펍,,http://instagram.com/seoulgypsy,"126.99153990317394","37.57503307431422"
50,서울,술라,https://map.naver.com/v5/entry/place/1247716788,서울 종로구 서순라길 57 ,탭룸,,http://instagram.com/craftsulla,"126.99294968721193","37.57304813440098"
51,서울,에일당,https://map.naver.com/v5/entry/place/337616098,서울 종로구 수표로28길 33-9,탭룸,,https://www.instagram.com/alepub/,"126.9901343532069","37.573539177411966"
52,서울,크래프트 혜화,https://map.naver.com/v5/entry/place/1477299135,서울 종로구 대학로9길 28,탭룸,,http://www.instagram.com/crafthyehwa,"127.00045437537146","37.58175304355928"
53,서울,MANRI199,https://map.naver.com/v5/entry/place/372557663,서울 중구 만리재로 199 1층,탭룸,,http://www.instagram.com/manri199_taproom,"126.96771244350927","37.55546492888854"
54,서울,끽비어컴퍼니,https://map.naver.com/v5/entry/place/1987256089,서울 중구 을지로 157,브루펍,,http://www.ggeekbeer.com,"126.99544760711507","37.567122596758296"
55,서울,정동독립맥주공장,https://map.naver.com/v5/entry/place/1100003815,서울 중구 정동길 17,탭룸,,https://www.instagram.com/indie_beer_factory,"126.9706420708745","37.56716191526564"
56,서울,헤이웨이브,https://map.naver.com/v5/entry/place/1461483258,서울 중구 퇴계로84길 25,탭룸,,https://www.instagram.com/heywave_sindang,"127.01947657217158","37.56473761827068"
57,경기,펀더멘탈 브루잉,https://map.naver.com/v5/entry/place/1906851257,경기 수원시 영통구 매영로269번길 61,브루펍,,https://www.instagram.com/fundamental_brewing_co/,"127.06772488808122","37.25978047272948"
58,경기,플레이그라운드,https://map.naver.com/v5/entry/place/36862822?,경기 고양시 일산서구 이산포길 246-13 1층,브루펍,,https://www.playgroundbrewery.com/,"126.7021767713445","37.6677399293367"
59,경기,굿맨브루어리,https://map.naver.com/v5/entry/place/37371746,경기 구리시 동구릉로389번길 46-4,브루펍,,http://goodmanbrewery.co.kr/,"127.1396419967119","37.63283956217038"
60,경기,동두천브루어리,https://map.naver.com/v5/entry/place/1024733776,경기 동두천시 중앙로 293 2층,브루펍,,https://www.instagram.com/dongducheon_brewery/,"127.0543853141311","37.90772475075852"
61,경기,히든트랙브루잉,https://map.naver.com/v5/entry/place/1067287990,경기 양주시 화합로 1754,브루펍,,http://www.hiddentrackbrewing.com,"127.10097562036157","37.84016887934481"
62,경기,크래머리 브루어리,https://map.naver.com/v5/entry/place/1829721672,경기 가평군 상면 청군로 429,브루펍,,https://www.instagram.com/kraemerlee/,"127.39436646647626","37.760321199051944"
63,경기,매직트리브루어리,https://map.naver.com/v5/entry/place/1339365964,경기 용인시 처인구 백령로 39 ,브루펍,,http://www.instagram.com/magictree_yongin,"127.19230005698827","37.26282806660151"
64,경기,헤이스탁 브루어리,https://map.naver.com/v5/entry/place/1648457728,경기 성남시 분당구 판교공원로3길 25,브루펍,,https://www.instagram.com/haystackbeer,"127.0890578469614","37.391246476110176"
65,경기,엘리펀트캐슬,https://map.naver.com/v5/entry/place/1352303121,경기 수원시 팔달구 신풍로23번길 28,탭룸,,https://www.instagram.com/elephantcastle2018/,"127.01341735728697","37.28366830573709"
66,경기,크로디,https://map.naver.com/v5/entry/place/1143620616,경기 오산시 오산로 252 1층,브루펍,,http://instagram.com/pub_crowd,"127.06873129105175","37.14944063784255"
67,경기,크래프트인하우스 비어탭룸,https://map.naver.com/v5/entry/place/1804872125,경기 성남시 수정구 위례서일로1길 7 1층,탭룸,,https://www.instagram.com/craftinhouse2019wiryejung/,"127.1373951217279","37.46652483831196"
68,인천,어메이징브루잉컴퍼니,https://map.naver.com/v5/entry/place/436590215,인천 연수구 송도과학로16번길 33-3,브루펍,,https://www.amazingbrewing.co.kr/,"126.66125006449604","37.37981788341741"
69,인천,인천맥주,https://map.naver.com/v5/entry/place/1587888300,인천 중구 신포로15번길 41 ,브루펍,,https://www.instagram.com/incheon_brewery,"126.62219577375281","37.47151493850722"
70,인천,브로이인탭하우스,https://map.naver.com/v5/entry/place/34698935,인천 부평구 시장로20번길 23 ,탭룸,,https://www.instagram.com/brauintap/,"126.72643734231168","37.49255361569939"
71,인천,올빼미브루펍,https://map.naver.com/v5/entry/place/935158690,인천 남동구 인하로507번길 63 ,탭룸,,https://www.instagram.com/owlbrewpub/,"126.70283353032384","37.44618570388456"
72,인천,플레이그라운드 브루어리 탭룸 송도,https://map.naver.com/v5/entry/place/137449520,인천 연수구 컨벤시아대로 80 ,탭룸,,http://www.playgroundbrewery.com/,"126.64951809433816","37.39559606335283"
73,인천,슬로스브루잉,https://map.naver.com/v5/entry/place/1785492357,인천 중구 영종대로 166 ,브루펍,,https://map.naver.com/v5/entry/place/1785492357,"126.49707314982422","37.493066558451"
74,강원,감자아일랜드,https://map.naver.com/v5/entry/place/1245083196,강원 춘천시 사우로 163,브루펍,,http://gamjaisland.com/,"127.74294503233882","37.90739745352346"
75,강원,스퀴즈브루어리,https://map.naver.com/v5/entry/place/1927298210,강원 춘천시 공지로 353,브루펍,,http://squeezebrewery.com/,"127.7270367062396","37.86982852645813"
76,강원,CRAFTROOT,https://map.naver.com/v5/entry/place/814389083,강원 속초시 관광로 418,브루펍,,https://craftroot.co.kr/,"128.5377122300325","38.19724237457138"
77,강원,강릉브루어리 바이 현,https://map.naver.com/v5/entry/place/1832471577,강원 강릉시 율곡초교길11번길 9 ,브루펍,,http://instagram.com/gangneung_brewery,"128.87972749036146","37.767578310540515"
78,강원,버드나무 브루어리,https://map.naver.com/v5/entry/place/37090227,강원 강릉시 경강로 1961,브루펍,,http://www.facebook.com/Budnamu/,"128.88439808957455","37.74812404347792"
79,강원,화이트 크로우 브루잉,https://map.naver.com/v5/entry/place/1621877893,강원 평창군 방림면 고원로 65,브루펍,,https://www.instagram.com/whitecrowbrewing/,"128.2515424307895","37.47598350636315"
80,강원,아리랑 브루어리,https://map.naver.com/v5/entry/place/1134919561,강원 정선군 신동읍 예미2길 26-55,브루펍,,http://www.xn--9i2blz0qc217czqmswa.com/,"128.65135893977404","37.21507528676504"
81,강원,구스범스,https://map.naver.com/v5/entry/place/1140773629,강원 춘천시 우묵들길 8,탭룸,,https://www.instagram.com/goosebumps_pub,"127.72362818602328","37.86500050926922"
82,강원,몽트비어,https://map.naver.com/v5/entry/place/1557846495,강원 속초시 학사평길 7-1,브루펍,,https://www.instagram.com/montbeer_official,"128.52809345061576","38.20435649693679"
83,충청,순성브루어리,https://map.naver.com/v5/entry/place/1791645823,충남 당진시 순성면 매실로 394,브루펍,,https://www.instagram.com/sunseongbrew,"126.70716354147298","36.830565420925105"
84,충청,칠홉스브루잉,https://map.naver.com/v5/entry/place/1167994624,충남 서산시 동서1로 148-3 1층,브루펍,,https://www.instagram.com/chillhopsbrewingco/,"126.45457509942464","36.7669604402634"
85,충청,바이젠하우스,https://map.naver.com/v5/entry/place/38331604,충남 공주시 우성면 성곡길 125,브루펍,,http://www.weizenhaus.com/,"127.07088772458657","36.488866769869254"
86,충청,블루웨일브루하우스,https://map.naver.com/v5/entry/place/1935643014,충북 충주시 사직로 109 ,브루펍,,https://blog.naver.com/bluewhalebrewhouse,"127.92480968133745","36.96760505479544"
87,충청,크래프트힐,https://map.naver.com/v5/entry/place/38467339,충남 천안시 서북구 불당31길 3-3 102호,브루펍,,https://www.instagram.com/craft_hill,"127.10506277305865","36.81013566347257"
88,충청,홀리데이펍,https://map.naver.com/v5/entry/place/1131779179,"충북 청주시 서원구 내수동로108번길 51 ,1층",탭룸,,http://instagram.com/holiday_beer,"127.45737496370869","36.632172750822484"
89,대전,더랜치 브루잉,https://map.naver.com/v5/entry/place/1719847921,대전 서구 계백로1249번안길 62,브루펍,,http://ranchbrewing.com/landing/,"127.35775291959084","36.3115133716784"
90,대전,홉홉,https://map.naver.com/v5/entry/place/1710050311,대전 서구 갈마역로25번길 7 ,탭룸,,https://www.instagram.com/hophopp__/,"127.37378901646743","36.35269943992047"
91,대전,홉홉플래닛,https://map.naver.com/v5/entry/place/1438661894,대전 유성구 대덕대로590번길 12-13 ,탭룸,,http://instagram.com/hophopp_lounge,"127.37957797216276","36.38499440365016"
92,대전,더랜치펍,http://naver.me/F36Exq7J,대전 유성구 궁동로18번길 88 ,탭룸,,https://www.instagram.com/theranchpub/,"127.35222939818367","36.36268266535306"
93,경상,가나다라브루어리,https://map.naver.com/v5/entry/place/1073000773,경북 문경시 문경대로 625-1,브루펍,,http://www.ganadara.co.kr,"128.15633169064427","36.61483552923135"
94,경상,안동맥주퍼블릭하우스,https://map.naver.com/v5/entry/place/1150887058,경북 안동시 문화광장길 16-7 1층,브루펍,,http://instagram.com/andongbeer.pub,"128.73077506460393","36.56384588297058"
95,경상,화수브루어리 경주점,https://map.naver.com/v5/entry/place/1460607344,경북 경주시 보문로 465-67 A동 1층 101호,브루펍,,https://whasoobrewery.com/,"129.29025829515322","35.83967061064142"
96,경상,라미브루잉,https://map.naver.com/v5/entry/place/1107059524,경남 창원시 성산구 삼귀로 177,브루펍,,http://instagram.com/ramibrewing,"128.59816083018742","35.16977870906341"
97,경상,라인도이치,https://map.naver.com/v5/entry/place/1051932938,경남 통영시 미우지해안로 103,브루펍,,http://www.reindeutsch.com,"128.39626157309658","34.82563356414625"
98,경상,완벽한인생,https://map.naver.com/v5/entry/place/1748738946,경남 남해군 삼동면 독일로 30 ,브루펍,,http://www.instagram.com/perfectlife.official,"128.0435746676679","34.79733880876267"
99,경상,흐흐흐,https://map.naver.com/v5/entry/place/1598924400,경북 경주시 태종로727번길 23-1 1층,탭룸 ,,https://www.instagram.com/hhh.054/,"129.20771406235514","35.84130367122946"
100,경상,화수브루어리 경주점,https://map.naver.com/v5/entry/place/1460607344,경북 경주시 보문로 465-67 A동 1층 101호,브루펍,,https://www.instagram.com/whasoobrewery,"129.29025829515322","35.83967061064142"
